"lkcode" "lknum" "spp" "len" "wt"
"BRO97" 17 "LMB" 12.3 1.21
"BRO97" 17 "LMB" 12.4 1.09
"BRO97" 17 "LMB" 12.4 1.1
"BRO97" 17 "LMB" 12.4 1.22
"BRO97" 17 "LMB" 12.6 1.31
"BRO97" 17 "LMB" 12.7 1.14
"BRO97" 17 "LMB" 12.8 1.41
"BRO97" 17 "LMB" 12.8 1.43
"BRO97" 17 "LMB" 13 1.48
"BRO97" 17 "LMB" 13.2 2.84
"BRO97" 17 "LMB" 13.3 1.46
"BRO97" 17 "LMB" 13.3 1.53
"BRO97" 17 "LMB" 14.5 2.03
"BRO97" 17 "LMB" 15 2.25
"BRO97" 17 "LMB" 16.1 2.63
"BRO97" 17 "LMB" 16.2 2.64
"BRO97" 17 "LMB" 16.9 3.32
"BRO97" 17 "LMB" 10.2 0.6
"BRO97" 17 "LMB" 15.8 2.03
"CAR78" 18 "LMB" 16.5 2.52
"CAR78" 18 "LMB" 16.8 2.87
"CAR78" 18 "LMB" 17 3.34
"CAR78" 18 "LMB" 17.1 2.76
"CAR78" 18 "LMB" 17.3 3.07
"CAR78" 18 "LMB" 17.7 3.53
"CAR78" 18 "LMB" 18 4.11
"CAR78" 18 "LMB" 18.1 3.97
"CAR78" 18 "LMB" 18.5 4.37
"CAR78" 18 "LMB" 18.8 4.16
"CAR78" 18 "LMB" 19 4.78
"CAR78" 18 "LMB" 19.2 4.61
"CAR78" 18 "LMB" 7 0.16
"CAR78" 18 "LMB" 7.2 0.18
"CAS86" 19 "LMB" 7.3 0.19
"CAS86" 19 "LMB" 7.5 0.19
"CAS86" 19 "LMB" 7.5 0.2
"CAS86" 19 "LMB" 7.5 0.22
"CAS86" 19 "LMB" 7.6 0.2
"CAS86" 19 "LMB" 7.6 0.22
"CAS86" 19 "LMB" 7.6 0.22
"CAS86" 19 "LMB" 7.7 0.22
"CAS86" 19 "LMB" 7.7 0.22
"CAS86" 19 "LMB" 7.7 0.23
"CAS86" 19 "LMB" 7.8 0.25
"CAS86" 19 "LMB" 7.9 0.21
"CAS86" 19 "LMB" 7.9 0.23
"CAS86" 19 "LMB" 7.9 0.24
"CAS86" 19 "LMB" 7.9 0.26
"CAS86" 19 "LMB" 8 0.23
"CAS86" 19 "LMB" 8 0.24
"CAS86" 19 "LMB" 8 0.24
"CAS86" 19 "LMB" 8.3 0.26
"CAS86" 19 "LMB" 8.3 0.27
"CAS86" 19 "LMB" 8.3 0.28
"CAS86" 19 "LMB" 8.3 0.29
"CAS86" 19 "LMB" 8.4 0.27
"CAS86" 19 "LMB" 8.4 0.28
"CAS86" 19 "LMB" 8.6 0.28
"CAS86" 19 "LMB" 8.6 0.31
"CAS86" 19 "LMB" 8.6 0.32
"CAS86" 19 "LMB" 8.7 0.3
"CAS86" 19 "LMB" 8.8 0.32
"CAS86" 19 "LMB" 8.8 0.34
"CAS86" 19 "LMB" 8.9 0.33
"CAS86" 19 "LMB" 9.2 0.36
"CAS86" 19 "LMB" 9.4 0.44
"CAS86" 19 "LMB" 9.5 0.42
"CAS86" 19 "LMB" 9.8 0.44
"CAS86" 19 "LMB" 9.9 0.47
"CAS86" 19 "LMB" 10 0.44
"CAS86" 19 "LMB" 10 0.48
"CAS86" 19 "LMB" 10.1 0.47
"CAS86" 19 "LMB" 10.1 0.48
"CAS86" 19 "LMB" 10.1 0.51
"CAS86" 19 "LMB" 10.2 0.51
"CAS86" 19 "LMB" 10.2 0.54
"CAS86" 19 "LMB" 10.3 0.54
"CAS86" 19 "LMB" 10.3 0.57
"CAS86" 19 "LMB" 10.4 0.54
"CAS86" 19 "LMB" 10.5 0.57
"CAS86" 19 "LMB" 10.5 0.58
"CAS86" 19 "LMB" 10.5 0.58
"CAS86" 19 "LMB" 10.5 0.6
"CAS86" 19 "LMB" 10.6 0.55
"CAS86" 19 "LMB" 10.6 0.58
"CAS86" 19 "LMB" 10.7 0.56
"CAS86" 19 "LMB" 10.7 0.61
"CAS86" 19 "LMB" 10.9 0.61
"CAS86" 19 "LMB" 10.9 0.63
"CAS86" 19 "LMB" 10.9 0.64
"CAS86" 19 "LMB" 10.9 0.65
"CAS86" 19 "LMB" 11 0.58
"CAS86" 19 "LMB" 11 0.6
"CAS86" 19 "LMB" 11 0.64
"CAS86" 19 "LMB" 11 0.64
"CAS86" 19 "LMB" 11.1 0.62
"CAS86" 19 "LMB" 11.1 0.66
"CAS86" 19 "LMB" 11.1 0.67
"CAS86" 19 "LMB" 11.1 0.69
"CAS86" 19 "LMB" 11.1 0.69
"CAS86" 19 "LMB" 11.2 0.63
"CAS86" 19 "LMB" 11.2 0.66
"CAS86" 19 "LMB" 11.2 0.68
"CAS86" 19 "LMB" 11.2 0.69
"CAS86" 19 "LMB" 11.2 0.69
"CAS86" 19 "LMB" 11.2 0.7
"CAS86" 19 "LMB" 11.2 0.74
"CAS86" 19 "LMB" 11.3 0.54
"CAS86" 19 "LMB" 11.3 0.67
"CAS86" 19 "LMB" 11.3 0.73
"CAS86" 19 "LMB" 11.3 0.73
"CAS86" 19 "LMB" 11.3 0.74
"CAS86" 19 "LMB" 11.4 0.71
"CAS86" 19 "LMB" 11.4 0.73
"CAS86" 19 "LMB" 11.5 0.69
"CAS86" 19 "LMB" 11.5 0.74
"CAS86" 19 "LMB" 11.5 0.75
"CAS86" 19 "LMB" 11.5 0.81
"CAS86" 19 "LMB" 11.6 0.74
"CAS86" 19 "LMB" 11.6 0.74
"CAS86" 19 "LMB" 11.6 0.76
"CAS86" 19 "LMB" 11.6 0.79
"CAS86" 19 "LMB" 11.6 0.83
"CAS86" 19 "LMB" 11.6 0.84
"CAS86" 19 "LMB" 11.7 0.77
"CAS86" 19 "LMB" 11.7 0.8
"CAS86" 19 "LMB" 11.8 0.66
"CAS86" 19 "LMB" 12.2 0.74
"CAS86" 19 "LMB" 12.3 0.92
"CAS86" 19 "LMB" 12.7 1.09
"CAS86" 19 "LMB" 13.2 1.07
"CAS86" 19 "LMB" 13.2 1.11
"CAS86" 19 "LMB" 13.5 1.02
"CAS86" 19 "LMB" 16.8 2.68
"CAS86" 19 "LMB" 17.7 2.97
"CAS86" 19 "LMB" 18.1 2.92
"CAS86" 19 "LMB" 12.8 1.05
"CAS86" 19 "LMB" 12.9 0.65
"CEN30" 20 "LMB" 13 1.25
"CEN30" 20 "LMB" 13.3 1.2
"CEN30" 20 "LMB" 13.5 1.15
"CEN30" 20 "LMB" 13.5 1.5
"CEN30" 20 "LMB" 13.6 0.6
"CEN30" 20 "LMB" 13.6 1.35
"CEN30" 20 "LMB" 13.7 1.3
"CEN30" 20 "LMB" 13.7 1.4
"CEN30" 20 "LMB" 13.7 1.45
"CEN30" 20 "LMB" 13.8 1.25
"CEN30" 20 "LMB" 13.8 1.6
"CEN30" 20 "LMB" 14 1.4
"CEN30" 20 "LMB" 14 1.5
"CEN30" 20 "LMB" 14.1 1.4
"CEN30" 20 "LMB" 14.2 1.6
"CEN30" 20 "LMB" 14.3 1.4
"CEN30" 20 "LMB" 14.3 1.45
"CEN30" 20 "LMB" 14.4 1.35
"CEN30" 20 "LMB" 14.4 1.45
"CEN30" 20 "LMB" 14.4 1.75
"CEN30" 20 "LMB" 14.5 0.7
"CEN30" 20 "LMB" 14.5 1.55
"CEN30" 20 "LMB" 14.6 1.4
"CEN30" 20 "LMB" 14.7 1.45
"CEN30" 20 "LMB" 14.7 1.7
"CEN30" 20 "LMB" 14.8 1.55
"CEN30" 20 "LMB" 14.8 2.1
"CEN30" 20 "LMB" 14.9 1.6
"CEN30" 20 "LMB" 15 1.3
"CEN30" 20 "LMB" 15.1 0.85
"CEN30" 20 "LMB" 15.1 1
"CEN30" 20 "LMB" 15.1 1.7
"CEN30" 20 "LMB" 15.1 1.75
"CEN30" 20 "LMB" 15.1 1.8
"CEN30" 20 "LMB" 15.2 2
"CEN30" 20 "LMB" 15.3 0.9
"CEN30" 20 "LMB" 15.3 1.75
"CEN30" 20 "LMB" 15.5 1.95
"CEN30" 20 "LMB" 15.5 2.2
"CEN30" 20 "LMB" 15.6 2.3
"CEN30" 20 "LMB" 15.6 2.3
"CEN30" 20 "LMB" 15.9 2.5
"CEN30" 20 "LMB" 16 2.2
"CEN30" 20 "LMB" 16 2.5
"CEN30" 20 "LMB" 16.1 2.1
"CEN30" 20 "LMB" 16.5 2.75
"CEN30" 20 "LMB" 16.6 2.9
"CEN30" 20 "LMB" 16.8 3.1
"CEN30" 20 "LMB" 17.2 3.6
"CEN30" 20 "LMB" 18.1 4
"CEN30" 20 "LMB" 19.5 4.5
"CEN30" 20 "LMB" 8.2 0.31
"CEN30" 20 "LMB" 8.3 0.26
"CEN53" 21 "LMB" 9 0.32
"CEN53" 21 "LMB" 9.1 0.39
"CEN53" 21 "LMB" 9.3 0.34
"CEN53" 21 "LMB" 9.4 0.39
"CEN53" 21 "LMB" 9.7 0.44
"CEN53" 21 "LMB" 9.8 0.43
"CEN53" 21 "LMB" 9.9 0.44
"CEN53" 21 "LMB" 9.9 0.48
"CEN53" 21 "LMB" 10.1 0.48
"CEN53" 21 "LMB" 10.2 0.49
"CEN53" 21 "LMB" 10.2 0.49
"CEN53" 21 "LMB" 10.4 0.57
"CEN53" 21 "LMB" 10.5 0.55
"CEN53" 21 "LMB" 10.6 0.56
"CEN53" 21 "LMB" 10.6 0.58
"CEN53" 21 "LMB" 10.6 0.6
"CEN53" 21 "LMB" 10.7 0.54
"CEN53" 21 "LMB" 10.7 0.56
"CEN53" 21 "LMB" 10.8 0.56
"CEN53" 21 "LMB" 10.8 0.59
"CEN53" 21 "LMB" 10.8 0.59
"CEN53" 21 "LMB" 10.8 0.6
"CEN53" 21 "LMB" 10.9 0.56
"CEN53" 21 "LMB" 10.9 0.6
"CEN53" 21 "LMB" 10.9 0.65
"CEN53" 21 "LMB" 11 0.47
"CEN53" 21 "LMB" 11 0.66
"CEN53" 21 "LMB" 11.1 0.62
"CEN53" 21 "LMB" 11.3 0.66
"CEN53" 21 "LMB" 11.3 0.67
"CEN53" 21 "LMB" 11.3 0.69
"CEN53" 21 "LMB" 11.3 0.73
"CEN53" 21 "LMB" 11.6 0.77
"CEN53" 21 "LMB" 11.8 0.71
"CEN53" 21 "LMB" 11.8 0.71
"CEN53" 21 "LMB" 11.8 0.73
"CEN53" 21 "LMB" 11.9 0.8
"CEN53" 21 "LMB" 12.1 0.82
"CEN53" 21 "LMB" 12.2 0.9
"CEN53" 21 "LMB" 12.4 0.84
"CEN53" 21 "LMB" 12.4 0.86
"CEN53" 21 "LMB" 12.7 0.95
"CEN53" 21 "LMB" 12.8 1.02
"CEN53" 21 "LMB" 12.9 0.91
"CEN53" 21 "LMB" 12.9 0.98
"CEN53" 21 "LMB" 12.9 0.99
"CEN53" 21 "LMB" 12.9 1.03
"CEN53" 21 "LMB" 13.2 0.93
"CEN53" 21 "LMB" 13.2 1.12
"CEN53" 21 "LMB" 13.3 1.01
"CEN53" 21 "LMB" 13.3 1.06
"CEN53" 21 "LMB" 13.3 1.12
"CEN53" 21 "LMB" 13.3 1.15
"CEN53" 21 "LMB" 13.3 1.16
"CEN53" 21 "LMB" 13.4 1.12
"CEN53" 21 "LMB" 13.4 1.14
"CEN53" 21 "LMB" 13.4 1.2
"CEN53" 21 "LMB" 13.5 1.29
"CEN53" 21 "LMB" 13.6 1.15
"CEN53" 21 "LMB" 13.6 1.27
"CEN53" 21 "LMB" 13.6 1.27
"CEN53" 21 "LMB" 13.6 1.34
"CEN53" 21 "LMB" 13.8 1.27
"CEN53" 21 "LMB" 13.9 1.21
"CEN53" 21 "LMB" 14 1.32
"CEN53" 21 "LMB" 14.2 1.54
"CEN53" 21 "LMB" 14.2 1.56
"CEN53" 21 "LMB" 14.3 1.68
"CEN53" 21 "LMB" 14.4 1.35
"CEN53" 21 "LMB" 14.4 1.6
"CEN53" 21 "LMB" 14.5 1.51
"CEN53" 21 "LMB" 14.5 1.64
"CEN53" 21 "LMB" 14.6 1.43
"CEN53" 21 "LMB" 15 1.76
"CEN53" 21 "LMB" 15.1 1.67
"CEN53" 21 "LMB" 15.2 1.98
"CEN53" 21 "LMB" 15.5 1.86
"CEN53" 21 "LMB" 19.2 3.81
"CEN53" 21 "LMB" 12.6 1.35
"CEN53" 21 "LMB" 16.4 3.39
"CSP15" 23 "LMB" 9.7 0.46
"CSP15" 23 "LMB" 9.9 0.45
"CSP15" 23 "LMB" 11 0.62
"CSP15" 23 "LMB" 11.4 0.7
"CSP15" 23 "LMB" 11.5 0.66
"CSP15" 23 "LMB" 11.5 0.67
"CSP15" 23 "LMB" 11.5 0.78
"CSP15" 23 "LMB" 11.6 0.73
"CSP15" 23 "LMB" 12.9 1.03
"CSP15" 23 "LMB" 12.9 1.11
"CSP15" 23 "LMB" 13 1
"CSP15" 23 "LMB" 13.2 1.07
"CSP15" 23 "LMB" 13.4 1.03
"CSP15" 23 "LMB" 14 1.42
"CSP15" 23 "LMB" 14.9 1.67
"CSP15" 23 "LMB" 15 1.94
"CSP15" 23 "LMB" 17.6 2.83
"CSP15" 23 "LMB" 17.9 3.09
"CSP15" 23 "LMB" 18.3 2.9
"CSP15" 23 "LMB" 8 0.25
"CSP15" 23 "LMB" 8 0.28
"COR99" 24 "LMB" 8.1 0.24
"COR99" 24 "LMB" 8.1 0.25
"COR99" 24 "LMB" 8.1 0.25
"COR99" 24 "LMB" 8.1 0.27
"COR99" 24 "LMB" 8.2 0.3
"COR99" 24 "LMB" 8.3 0.25
"COR99" 24 "LMB" 8.3 0.3
"COR99" 24 "LMB" 8.4 0.29
"COR99" 24 "LMB" 8.5 0.28
"COR99" 24 "LMB" 8.5 0.3
"COR99" 24 "LMB" 8.5 0.32
"COR99" 24 "LMB" 8.5 0.32
"COR99" 24 "LMB" 8.6 0.29
"COR99" 24 "LMB" 8.7 0.3
"COR99" 24 "LMB" 8.7 0.32
"COR99" 24 "LMB" 8.7 0.33
"COR99" 24 "LMB" 8.7 0.38
"COR99" 24 "LMB" 8.9 0.37
"COR99" 24 "LMB" 9.1 0.42
"COR99" 24 "LMB" 9.2 0.4
"COR99" 24 "LMB" 9.4 0.47
"COR99" 24 "LMB" 9.5 0.48
"COR99" 24 "LMB" 9.5 0.49
"COR99" 24 "LMB" 9.6 0.46
"COR99" 24 "LMB" 9.8 0.53
"COR99" 24 "LMB" 9.9 0.46
"COR99" 24 "LMB" 13.1 1.15
"COR99" 24 "LMB" 13.7 1.58
"COR99" 24 "LMB" 13.9 1.72
"COR99" 24 "LMB" 16.3 2.49
"COR99" 24 "LMB" 18 3.75
"COR99" 24 "LMB" 8.1 0.29
"COR99" 24 "LMB" 8.2 0.31
"CRC47" 25 "LMB" 8.3 0.29
"CRC47" 25 "LMB" 8.4 0.33
"CRC47" 25 "LMB" 8.4 0.36
"CRC47" 25 "LMB" 8.4 0.63
"CRC47" 25 "LMB" 8.5 0.31
"CRC47" 25 "LMB" 8.5 0.32
"CRC47" 25 "LMB" 8.5 0.34
"CRC47" 25 "LMB" 8.5 0.36
"CRC47" 25 "LMB" 8.6 0.35
"CRC47" 25 "LMB" 8.6 0.37
"CRC47" 25 "LMB" 8.7 0.3
"CRC47" 25 "LMB" 8.7 0.34
"CRC47" 25 "LMB" 8.8 0.34
"CRC47" 25 "LMB" 8.8 0.35
"CRC47" 25 "LMB" 8.9 0.31
"CRC47" 25 "LMB" 8.9 0.36
"CRC47" 25 "LMB" 8.9 0.36
"CRC47" 25 "LMB" 8.9 0.38
"CRC47" 25 "LMB" 9 0.39
"CRC47" 25 "LMB" 9 0.39
"CRC47" 25 "LMB" 9 0.39
"CRC47" 25 "LMB" 9 0.43
"CRC47" 25 "LMB" 9 0.45
"CRC47" 25 "LMB" 9.1 0.45
"CRC47" 25 "LMB" 9.2 0.44
"CRC47" 25 "LMB" 9.3 0.49
"CRC47" 25 "LMB" 9.5 0.45
"CRC47" 25 "LMB" 9.8 0.48
"CRC47" 25 "LMB" 9.8 0.53
"CRC47" 25 "LMB" 10 0.5
"CRC47" 25 "LMB" 10.1 0.56
"CRC47" 25 "LMB" 10.1 0.57
"CRC47" 25 "LMB" 11.4 0.88
"CRC47" 25 "LMB" 11.6 0.79
"CRC47" 25 "LMB" 11.7 0.94
"CRC47" 25 "LMB" 12.4 0.91
"CRC47" 25 "LMB" 12.4 0.96
"CRC47" 25 "LMB" 12.7 1.4
"CRC47" 25 "LMB" 12.8 1.19
"CRC47" 25 "LMB" 13 1.22
"CRC47" 25 "LMB" 13.4 1.3
"CRC47" 25 "LMB" 13.5 1.26
"CRC47" 25 "LMB" 13.6 1.43
"CRC47" 25 "LMB" 13.6 1.45
"CRC47" 25 "LMB" 13.6 1.54
"CRC47" 25 "LMB" 14 1.54
"CRC47" 25 "LMB" 14.5 1.47
"CRC47" 25 "LMB" 14.5 1.98
"CRC47" 25 "LMB" 15.9 2.25
"CRC47" 25 "LMB" 16.1 2.16
"CRC47" 25 "LMB" 19.7 3.76
"CRC47" 25 "LMB" 20.1 5.41
"CRC47" 25 "LMB" 11.9 0.04
"CRC47" 25 "LMB" 11.9 1.04
"CRY41" 26 "LMB" 12.7 1.36
"CRY41" 26 "LMB" 12.7 1.36
"CRY41" 26 "LMB" 16.2 2.87
"CRY41" 26 "LMB" 16.2 2.87
"CRY41" 26 "LMB" 16.3 2.36
"CRY41" 26 "LMB" 16.3 2.86
"CRY41" 26 "LMB" 16.6 3.19
"CRY41" 26 "LMB" 16.8 3.09
"CRY41" 26 "LMB" 16.8 3.09
"CRY41" 26 "LMB" 16.9 3.48
"CRY41" 26 "LMB" 16.9 3.48
"CRY41" 26 "LMB" 17 3.25
"CRY41" 26 "LMB" 17 3.25
"CRY41" 26 "LMB" 17.9 3.88
"CRY41" 26 "LMB" 17.9 3.88
"CRY41" 26 "LMB" 3.4 0.02
"CRY41" 26 "LMB" 4.3 0.03
"DAR92" 27 "LMB" 4.4 0.04
"DAR92" 27 "LMB" 4.5 0.04
"DAR92" 27 "LMB" 4.5 0.04
"DAR92" 27 "LMB" 4.6 0.04
"DAR92" 27 "LMB" 4.6 0.04
"DAR92" 27 "LMB" 4.6 0.04
"DAR92" 27 "LMB" 4.6 0.05
"DAR92" 27 "LMB" 4.7 0.04
"DAR92" 27 "LMB" 4.7 0.05
"DAR92" 27 "LMB" 4.8 0.06
"DAR92" 27 "LMB" 4.9 0.04
"DAR92" 27 "LMB" 4.9 0.06
"DAR92" 27 "LMB" 4.9 0.06
"DAR92" 27 "LMB" 5 0.04
"DAR92" 27 "LMB" 5 0.06
"DAR92" 27 "LMB" 5 0.06
"DAR92" 27 "LMB" 5 0.06
"DAR92" 27 "LMB" 5 0.07
"DAR92" 27 "LMB" 5.1 0.07
"DAR92" 27 "LMB" 5.1 0.06
"DAR92" 27 "LMB" 5.1 0.06
"DAR92" 27 "LMB" 5.1 0.07
"DAR92" 27 "LMB" 5.2 0.07
"DAR92" 27 "LMB" 5.2 0.07
"DAR92" 27 "LMB" 5.3 0.07
"DAR92" 27 "LMB" 5.3 0.07
"DAR92" 27 "LMB" 5.4 0.07
"DAR92" 27 "LMB" 5.4 0.07
"DAR92" 27 "LMB" 5.4 0.07
"DAR92" 27 "LMB" 5.4 0.07
"DAR92" 27 "LMB" 5.4 0.08
"DAR92" 27 "LMB" 5.5 0.08
"DAR92" 27 "LMB" 5.5 0.06
"DAR92" 27 "LMB" 5.5 0.09
"DAR92" 27 "LMB" 5.6 0.08
"DAR92" 27 "LMB" 5.6 0.07
"DAR92" 27 "LMB" 5.7 0.08
"DAR92" 27 "LMB" 5.7 0.08
"DAR92" 27 "LMB" 5.7 0.1
"DAR92" 27 "LMB" 5.9 0.11
"DAR92" 27 "LMB" 5.9 0.11
"DAR92" 27 "LMB" 6 0.1
"DAR92" 27 "LMB" 6 0.11
"DAR92" 27 "LMB" 6.1 0.11
"DAR92" 27 "LMB" 6.1 0.12
"DAR92" 27 "LMB" 6.1 0.12
"DAR92" 27 "LMB" 6.2 0.13
"DAR92" 27 "LMB" 6.4 0.15
"DAR92" 27 "LMB" 6.5 0.12
"DAR92" 27 "LMB" 6.9 0.15
"DAR92" 27 "LMB" 7.3 0.16
"DAR92" 27 "LMB" 7.4 0.2
"DAR92" 27 "LMB" 7.4 0.18
"DAR92" 27 "LMB" 7.5 0.25
"DAR92" 27 "LMB" 7.5 0.2
"DAR92" 27 "LMB" 7.6 0.23
"DAR92" 27 "LMB" 7.7 0.21
"DAR92" 27 "LMB" 7.8 0.21
"DAR92" 27 "LMB" 7.8 0.24
"DAR92" 27 "LMB" 7.9 0.22
"DAR92" 27 "LMB" 8.3 0.25
"DAR92" 27 "LMB" 8.3 0.46
"DAR92" 27 "LMB" 8.8 0.32
"DAR92" 27 "LMB" 9.1 0.33
"DAR92" 27 "LMB" 9.1 0.34
"DAR92" 27 "LMB" 9.3 0.42
"DAR92" 27 "LMB" 9.6 0.42
"DAR92" 27 "LMB" 9.8 0.45
"DAR92" 27 "LMB" 9.9 0.47
"DAR92" 27 "LMB" 10 0.5
"DAR92" 27 "LMB" 10.2 0.45
"DAR92" 27 "LMB" 10.2 0.47
"DAR92" 27 "LMB" 10.3 0.5
"DAR92" 27 "LMB" 10.3 0.53
"DAR92" 27 "LMB" 10.4 0.52
"DAR92" 27 "LMB" 10.5 0.59
"DAR92" 27 "LMB" 10.5 0.64
"DAR92" 27 "LMB" 10.5 0.56
"DAR92" 27 "LMB" 10.5 0.6
"DAR92" 27 "LMB" 10.6 0.56
"DAR92" 27 "LMB" 10.6 0.53
"DAR92" 27 "LMB" 10.6 0.63
"DAR92" 27 "LMB" 10.7 0.63
"DAR92" 27 "LMB" 10.7 0.57
"DAR92" 27 "LMB" 10.7 0.67
"DAR92" 27 "LMB" 11.3 0.66
"DAR92" 27 "LMB" 11.3 0.74
"DAR92" 27 "LMB" 12.8 1.08
"DAR92" 27 "LMB" 13.1 1.11
"DAR92" 27 "LMB" 13.1 1.17
"DAR92" 27 "LMB" 13.9 1.48
"DAR92" 27 "LMB" 13.9 1.4
"DAR92" 27 "LMB" 14.6 1.66
"DAR92" 27 "LMB" 15.7 1.94
"DAR92" 27 "LMB" 15.8 2.13
"DAR92" 27 "LMB" 15.9 2.02
"DAR92" 27 "LMB" 16.1 2.08
"DAR92" 27 "LMB" 16.3 2.27
"DAR92" 27 "LMB" 17.1 2.95
"DAR92" 27 "LMB" 17.2 2.62
"DAR92" 27 "LMB" 17.3 2.66
"DAR92" 27 "LMB" 18.3 3.28
"DAR92" 27 "LMB" 18.4 3.72
"DAR92" 27 "LMB" 19.4 4.17
"DAR92" 27 "LMB" 4 0.02
"DAR92" 27 "LMB" 4.3 0.05
"DBE43" 28 "LMB" 5.7 0.08
"DBE43" 28 "LMB" 5.9 0.71
"DBE43" 28 "LMB" 6 0.09
"DBE43" 28 "LMB" 6 0.1
"DBE43" 28 "LMB" 6.4 0.13
"DBE43" 28 "LMB" 7 0.13
"DBE43" 28 "LMB" 7.6 0.12
"DBE43" 28 "LMB" 9 0.28
"DBE43" 28 "LMB" 9.1 0.34
"DBE43" 28 "LMB" 9.2 0.27
"DBE43" 28 "LMB" 9.5 0.33
"DBE43" 28 "LMB" 9.5 0.43
"DBE43" 28 "LMB" 9.6 0.33
"DBE43" 28 "LMB" 9.6 0.38
"DBE43" 28 "LMB" 9.7 0.4
"DBE43" 28 "LMB" 9.8 0.39
"DBE43" 28 "LMB" 9.8 0.44
"DBE43" 28 "LMB" 9.9 0.44
"DBE43" 28 "LMB" 10 0.35
"DBE43" 28 "LMB" 10 0.42
"DBE43" 28 "LMB" 10 0.42
"DBE43" 28 "LMB" 10 0.43
"DBE43" 28 "LMB" 10.1 0.53
"DBE43" 28 "LMB" 10.2 0.42
"DBE43" 28 "LMB" 10.3 0.4
"DBE43" 28 "LMB" 10.3 0.41
"DBE43" 28 "LMB" 10.3 0.47
"DBE43" 28 "LMB" 10.3 0.53
"DBE43" 28 "LMB" 10.3 0.43
"DBE43" 28 "LMB" 10.3 0.45
"DBE43" 28 "LMB" 10.5 0.56
"DBE43" 28 "LMB" 10.5 0.56
"DBE43" 28 "LMB" 10.5 0.58
"DBE43" 28 "LMB" 10.6 0.6
"DBE43" 28 "LMB" 10.8 0.48
"DBE43" 28 "LMB" 10.8 0.55
"DBE43" 28 "LMB" 10.8 0.63
"DBE43" 28 "LMB" 10.8 0.43
"DBE43" 28 "LMB" 10.8 0.5
"DBE43" 28 "LMB" 10.8 0.53
"DBE43" 28 "LMB" 10.8 0.58
"DBE43" 28 "LMB" 10.8 0.6
"DBE43" 28 "LMB" 10.9 0.51
"DBE43" 28 "LMB" 10.9 0.52
"DBE43" 28 "LMB" 11 0.55
"DBE43" 28 "LMB" 11 0.6
"DBE43" 28 "LMB" 11.3 0.65
"DBE43" 28 "LMB" 11.5 0.71
"DBE43" 28 "LMB" 11.6 0.66
"DBE43" 28 "LMB" 11.7 0.84
"DBE43" 28 "LMB" 12.3 0.87
"DBE43" 28 "LMB" 12.6 1.03
"DBE43" 28 "LMB" 13.5 1.19
"DBE43" 28 "LMB" 13.5 1.21
"DBE43" 28 "LMB" 13.8 1
"DBE43" 28 "LMB" 15.6 1.88
"DBE43" 28 "LMB" 15.7 1.89
"DBE43" 28 "LMB" 15.8 1.68
"DBE43" 28 "LMB" 18 3.16
"DBE43" 28 "LMB" 18.1 2.42
"DBE43" 28 "LMB" 19.3 4.12
"DBE43" 28 "LMB" 9 0.44
"DBE43" 28 "LMB" 9.2 0.45
"DCR71" 29 "LMB" 9.3 0.3
"DCR71" 29 "LMB" 9.5 0.6
"DCR71" 29 "LMB" 9.6 0.35
"DCR71" 29 "LMB" 9.7 0.5
"DCR71" 29 "LMB" 9.7 0.6
"DCR71" 29 "LMB" 9.8 0.2
"DCR71" 29 "LMB" 9.8 0.2
"DCR71" 29 "LMB" 10.1 0.3
"DCR71" 29 "LMB" 10.6 0.4
"DCR71" 29 "LMB" 10.6 0.65
"DCR71" 29 "LMB" 13.8 1.45
"DCR71" 29 "LMB" 14 1.6
"DCR71" 29 "LMB" 14.5 1.35
"DCR71" 29 "LMB" 14.5 1.65
"DCR71" 29 "LMB" 14.9 1.8
"DCR71" 29 "LMB" 14.9 1.85
"DCR71" 29 "LMB" 15.1 1.7
"DCR71" 29 "LMB" 15.1 1.85
"DCR71" 29 "LMB" 15.2 1.9
"DCR71" 29 "LMB" 15.3 1.95
"DCR71" 29 "LMB" 15.4 1.85
"DCR71" 29 "LMB" 15.8 2.3
"DCR71" 29 "LMB" 15.9 2.15
"DCR71" 29 "LMB" 16.1 2.45
"DCR71" 29 "LMB" 16.3 2.65
"DCR71" 29 "LMB" 16.4 2.6
"DCR71" 29 "LMB" 16.7 2.75
"DCR71" 29 "LMB" 16.9 2.75
"DCR71" 29 "LMB" 17 2.75
"DCR71" 29 "LMB" 17.1 2.65
"DCR71" 29 "LMB" 17.2 2.7
"DCR71" 29 "LMB" 17.4 2.65
"DCR71" 29 "LMB" 17.6 3.4
"DCR71" 29 "LMB" 17.9 3.2
"DCR71" 29 "LMB" 17.9 3.6
"DCR71" 29 "LMB" 18 3.2
"DCR71" 29 "LMB" 18.2 3.6
"DCR71" 29 "LMB" 19.2 3.8
"DCR71" 29 "LMB" 19.4 4.4
"DCR71" 29 "LMB" 20 5
"DCR71" 29 "LMB" 20.1 4.5
"DCR71" 29 "LMB" 20.4 4.8
"DCR71" 29 "LMB" 20.7 5.3
"DCR71" 29 "LMB" 21.5 5.7
"DCR71" 29 "LMB" 3.2 0.01
"DCR71" 29 "LMB" 7.2 0.17
"DWI08" 30 "LMB" 7.8 0.22
"DWI08" 30 "LMB" 8 0.24
"DWI08" 30 "LMB" 8.1 0.22
"DWI08" 30 "LMB" 8.1 0.24
