"lkcode" "lknum" "spp" "len" "wt"
"GWY07" 36 "LMB" 12.6 0.96
"GWY07" 36 "LMB" 12.8 0.97
"GWY07" 36 "LMB" 12.8 0.97
"GWY07" 36 "LMB" 12.9 1.17
"GWY07" 36 "LMB" 12.9 1.17
"GWY07" 36 "LMB" 12.9 1.2
"GWY07" 36 "LMB" 12.9 1.2
"GWY07" 36 "LMB" 12.9 1.22
"GWY07" 36 "LMB" 12.9 1.22
"GWY07" 36 "LMB" 13.4 1.23
"GWY07" 36 "LMB" 13.4 1.23
"GWY07" 36 "LMB" 13.4 1.26
"GWY07" 36 "LMB" 13.4 1.26
"GWY07" 36 "LMB" 13.8 1.52
"GWY07" 36 "LMB" 13.8 1.52
"GWY07" 36 "LMB" 14 1.65
"GWY07" 36 "LMB" 14 1.65
"GWY07" 36 "LMB" 14.5 1.52
"GWY07" 36 "LMB" 14.5 1.52
"GWY07" 36 "LMB" 15.5 2.06
"GWY07" 36 "LMB" 15.5 2.06
"GWY07" 36 "LMB" 15.5 2.33
"GWY07" 36 "LMB" 15.5 2.33
"GWY07" 36 "LMB" 15.9 2.45
"GWY07" 36 "LMB" 15.9 2.45
"GWY07" 36 "LMB" 16.1 0.76
"GWY07" 36 "LMB" 17.3 3.17
"GWY07" 36 "LMB" 17.3 3.17
"GWY07" 36 "LMB" 17.9 3.09
"GWY07" 36 "LMB" 17.9 3.09
"GWY07" 36 "LMB" 17.9 3.22
"GWY07" 36 "LMB" 17.9 3.22
"GWY07" 36 "LMB" 6.6 0.13
"GWY07" 36 "LMB" 7 0.16
"GBE07" 37 "LMB" 7.2 0.18
"GBE07" 37 "LMB" 7.3 0.16
"GBE07" 37 "LMB" 7.4 0.19
"GBE07" 37 "LMB" 7.4 0.19
"GBE07" 37 "LMB" 7.5 0.17
"GBE07" 37 "LMB" 7.5 0.19
"GBE07" 37 "LMB" 7.6 0.2
"GBE07" 37 "LMB" 7.7 0.19
"GBE07" 37 "LMB" 7.7 0.2
"GBE07" 37 "LMB" 7.7 0.22
"GBE07" 37 "LMB" 7.7 0.23
"GBE07" 37 "LMB" 7.7 0.24
"GBE07" 37 "LMB" 7.8 0.21
"GBE07" 37 "LMB" 7.8 0.23
"GBE07" 37 "LMB" 7.8 0.28
"GBE07" 37 "LMB" 7.9 0.24
"GBE07" 37 "LMB" 8 0.22
"GBE07" 37 "LMB" 8 0.23
"GBE07" 37 "LMB" 8 0.25
"GBE07" 37 "LMB" 8.2 0.24
"GBE07" 37 "LMB" 8.3 0.25
"GBE07" 37 "LMB" 8.3 0.28
"GBE07" 37 "LMB" 8.4 0.28
"GBE07" 37 "LMB" 8.5 0.26
"GBE07" 37 "LMB" 8.5 0.27
"GBE07" 37 "LMB" 8.7 0.3
"GBE07" 37 "LMB" 8.7 0.3
"GBE07" 37 "LMB" 8.7 0.31
"GBE07" 37 "LMB" 8.8 0.29
"GBE07" 37 "LMB" 8.8 0.29
"GBE07" 37 "LMB" 8.9 0.34
"GBE07" 37 "LMB" 9 0.32
"GBE07" 37 "LMB" 9 0.33
"GBE07" 37 "LMB" 9 0.36
"GBE07" 37 "LMB" 9.1 0.32
"GBE07" 37 "LMB" 9.1 0.33
"GBE07" 37 "LMB" 9.1 0.34
"GBE07" 37 "LMB" 9.2 0.32
"GBE07" 37 "LMB" 9.2 0.32
"GBE07" 37 "LMB" 9.2 0.33
"GBE07" 37 "LMB" 9.2 0.34
"GBE07" 37 "LMB" 9.2 0.35
"GBE07" 37 "LMB" 9.3 0.34
"GBE07" 37 "LMB" 9.3 0.35
"GBE07" 37 "LMB" 9.3 0.39
"GBE07" 37 "LMB" 9.3 0.41
"GBE07" 37 "LMB" 9.5 0.35
"GBE07" 37 "LMB" 9.5 0.42
"GBE07" 37 "LMB" 9.6 0.46
"GBE07" 37 "LMB" 9.7 0.38
"GBE07" 37 "LMB" 9.9 0.41
"GBE07" 37 "LMB" 9.9 0.43
"GBE07" 37 "LMB" 9.9 0.45
"GBE07" 37 "LMB" 10 0.43
"GBE07" 37 "LMB" 10.1 0.49
"GBE07" 37 "LMB" 10.2 0.43
"GBE07" 37 "LMB" 10.2 0.44
"GBE07" 37 "LMB" 10.2 0.49
"GBE07" 37 "LMB" 10.3 0.55
"GBE07" 37 "LMB" 10.4 0.45
"GBE07" 37 "LMB" 10.4 0.49
"GBE07" 37 "LMB" 10.5 0.37
"GBE07" 37 "LMB" 10.5 0.44
"GBE07" 37 "LMB" 10.5 0.45
"GBE07" 37 "LMB" 10.5 0.47
"GBE07" 37 "LMB" 10.5 0.5
"GBE07" 37 "LMB" 10.5 0.54
"GBE07" 37 "LMB" 10.6 0.47
"GBE07" 37 "LMB" 10.7 0.57
"GBE07" 37 "LMB" 10.8 0.54
"GBE07" 37 "LMB" 10.9 0.54
"GBE07" 37 "LMB" 11.3 0.66
"GBE07" 37 "LMB" 11.6 0.52
"GBE07" 37 "LMB" 11.7 0.78
"GBE07" 37 "LMB" 11.9 0.65
"GBE07" 37 "LMB" 12.2 1.06
"GBE07" 37 "LMB" 14.8 1.62
"GBE07" 37 "LMB" 15.3 1.57
"GBE07" 37 "LMB" 16.4 2.33
"GBE07" 37 "LMB" 3.9 0.3
"GBE07" 37 "LMB" 4.2 0.04
"GVA88" 38 "LMB" 4.3 0.04
"GVA88" 38 "LMB" 4.5 0.04
"GVA88" 38 "LMB" 4.5 0.07
"GVA88" 38 "LMB" 4.9 0.04
"GVA88" 38 "LMB" 5 0.07
"GVA88" 38 "LMB" 5.1 0.07
"GVA88" 38 "LMB" 5.2 0.07
"GVA88" 38 "LMB" 5.2 0.08
"GVA88" 38 "LMB" 5.2 0.08
"GVA88" 38 "LMB" 5.2 0.09
"GVA88" 38 "LMB" 5.3 0.09
"GVA88" 38 "LMB" 5.3 0.1
"GVA88" 38 "LMB" 5.4 0.09
"GVA88" 38 "LMB" 5.4 0.09
"GVA88" 38 "LMB" 5.4 0.09
"GVA88" 38 "LMB" 5.5 0.09
"GVA88" 38 "LMB" 5.5 0.09
"GVA88" 38 "LMB" 5.6 0.1
"GVA88" 38 "LMB" 5.6 0.1
"GVA88" 38 "LMB" 5.7 0.08
"GVA88" 38 "LMB" 5.7 0.11
"GVA88" 38 "LMB" 5.7 0.16
"GVA88" 38 "LMB" 5.8 0.09
"GVA88" 38 "LMB" 5.8 0.09
"GVA88" 38 "LMB" 5.8 0.1
"GVA88" 38 "LMB" 5.8 0.1
"GVA88" 38 "LMB" 5.8 0.1
"GVA88" 38 "LMB" 5.8 0.11
"GVA88" 38 "LMB" 5.9 0.1
"GVA88" 38 "LMB" 5.9 0.1
"GVA88" 38 "LMB" 5.9 0.12
"GVA88" 38 "LMB" 6 0.07
"GVA88" 38 "LMB" 6 0.1
"GVA88" 38 "LMB" 6 0.13
"GVA88" 38 "LMB" 6.1 0.08
"GVA88" 38 "LMB" 6.2 0.09
"GVA88" 38 "LMB" 6.2 0.13
"GVA88" 38 "LMB" 6.2 0.14
"GVA88" 38 "LMB" 6.2 0.16
"GVA88" 38 "LMB" 6.3 0.13
"GVA88" 38 "LMB" 6.3 0.14
"GVA88" 38 "LMB" 6.3 0.15
"GVA88" 38 "LMB" 6.3 0.15
"GVA88" 38 "LMB" 6.4 0.13
"GVA88" 38 "LMB" 6.4 0.13
"GVA88" 38 "LMB" 6.4 0.14
"GVA88" 38 "LMB" 6.4 0.14
"GVA88" 38 "LMB" 6.4 0.14
"GVA88" 38 "LMB" 6.5 0.12
"GVA88" 38 "LMB" 6.5 0.14
"GVA88" 38 "LMB" 6.5 0.15
"GVA88" 38 "LMB" 6.5 0.15
"GVA88" 38 "LMB" 6.5 0.15
"GVA88" 38 "LMB" 6.5 0.16
"GVA88" 38 "LMB" 6.5 0.16
"GVA88" 38 "LMB" 6.5 0.18
"GVA88" 38 "LMB" 6.6 0.15
"GVA88" 38 "LMB" 6.6 0.15
"GVA88" 38 "LMB" 6.6 0.15
"GVA88" 38 "LMB" 6.8 0.17
"GVA88" 38 "LMB" 6.9 0.17
"GVA88" 38 "LMB" 7 0.18
"GVA88" 38 "LMB" 8.1 0.25
"GVA88" 38 "LMB" 8.2 0.28
"GVA88" 38 "LMB" 8.5 0.32
"GVA88" 38 "LMB" 8.7 0.33
"GVA88" 38 "LMB" 9 0.31
"GVA88" 38 "LMB" 9 0.37
"GVA88" 38 "LMB" 9 0.39
"GVA88" 38 "LMB" 9 0.42
"GVA88" 38 "LMB" 9 0.42
"GVA88" 38 "LMB" 9.2 0.44
"GVA88" 38 "LMB" 9.3 0.45
"GVA88" 38 "LMB" 9.4 0.46
"GVA88" 38 "LMB" 9.4 0.53
"GVA88" 38 "LMB" 9.4 0.55
"GVA88" 38 "LMB" 9.4 0.6
"GVA88" 38 "LMB" 9.6 0.46
"GVA88" 38 "LMB" 9.6 0.47
"GVA88" 38 "LMB" 9.6 0.5
"GVA88" 38 "LMB" 9.6 0.5
"GVA88" 38 "LMB" 9.6 0.53
"GVA88" 38 "LMB" 9.6 0.53
"GVA88" 38 "LMB" 9.7 0.45
"GVA88" 38 "LMB" 9.7 0.48
"GVA88" 38 "LMB" 9.7 0.58
"GVA88" 38 "LMB" 9.7 0.61
"GVA88" 38 "LMB" 9.8 0.52
"GVA88" 38 "LMB" 9.8 0.53
"GVA88" 38 "LMB" 9.9 0.58
"GVA88" 38 "LMB" 9.9 0.62
"GVA88" 38 "LMB" 10 0.54
"GVA88" 38 "LMB" 10 0.55
"GVA88" 38 "LMB" 10 0.59
"GVA88" 38 "LMB" 10 0.6
"GVA88" 38 "LMB" 10 0.63
"GVA88" 38 "LMB" 10.1 0.59
"GVA88" 38 "LMB" 10.1 0.62
"GVA88" 38 "LMB" 10.1 0.66
"GVA88" 38 "LMB" 10.2 0.55
"GVA88" 38 "LMB" 10.2 0.59
"GVA88" 38 "LMB" 10.2 0.6
"GVA88" 38 "LMB" 10.2 0.62
"GVA88" 38 "LMB" 10.3 0.56
"GVA88" 38 "LMB" 10.3 0.68
"GVA88" 38 "LMB" 10.4 0.68
"GVA88" 38 "LMB" 10.4 0.7
"GVA88" 38 "LMB" 10.4 0.71
"GVA88" 38 "LMB" 10.5 0.66
"GVA88" 38 "LMB" 10.5 0.69
"GVA88" 38 "LMB" 10.5 0.74
"GVA88" 38 "LMB" 10.7 0.73
"GVA88" 38 "LMB" 10.7 0.77
"GVA88" 38 "LMB" 10.8 0.75
"GVA88" 38 "LMB" 11.2 0.74
"GVA88" 38 "LMB" 11.2 0.81
"GVA88" 38 "LMB" 11.4 0.79
"GVA88" 38 "LMB" 11.5 0.82
"GVA88" 38 "LMB" 11.8 0.94
"GVA88" 38 "LMB" 12 0.94
"GVA88" 38 "LMB" 12.4 1
"GVA88" 38 "LMB" 12.8 1.2
"GVA88" 38 "LMB" 12.8 1.27
"GVA88" 38 "LMB" 12.9 1.33
"GVA88" 38 "LMB" 13.5 1.44
"GVA88" 38 "LMB" 14.1 1.51
"GVA88" 38 "LMB" 14.3 1.65
"GVA88" 38 "LMB" 14.6 1.82
"GVA88" 38 "LMB" 14.6 1.95
"GVA88" 38 "LMB" 14.8 1.96
"GVA88" 38 "LMB" 15 2.16
"GVA88" 38 "LMB" 15 2.16
"GVA88" 38 "LMB" 15.1 1.97
"GVA88" 38 "LMB" 15.3 2.31
"GVA88" 38 "LMB" 15.5 2.28
"GVA88" 38 "LMB" 15.6 2.22
"GVA88" 38 "LMB" 15.8 2.32
"GVA88" 38 "LMB" 15.9 2.21
"GVA88" 38 "LMB" 16 2.3
"GVA88" 38 "LMB" 16.1 2.22
"GVA88" 38 "LMB" 16.2 2.59
"GVA88" 38 "LMB" 16.2 2.59
"GVA88" 38 "LMB" 16.4 2.17
"GVA88" 38 "LMB" 16.4 2.84
"GVA88" 38 "LMB" 16.5 2.92
"GVA88" 38 "LMB" 16.7 2.42
"GVA88" 38 "LMB" 16.8 2.21
"GVA88" 38 "LMB" 16.8 2.65
"GVA88" 38 "LMB" 16.8 2.74
"GVA88" 38 "LMB" 16.8 2.74
"GVA88" 38 "LMB" 16.9 2.9
"GVA88" 38 "LMB" 17 2.69
"GVA88" 38 "LMB" 17 2.69
"GVA88" 38 "LMB" 17 2.8
"GVA88" 38 "LMB" 17 3.14
"GVA88" 38 "LMB" 17.2 3.06
"GVA88" 38 "LMB" 17.3 3.04
"GVA88" 38 "LMB" 17.3 3.04
"GVA88" 38 "LMB" 17.3 3.06
"GVA88" 38 "LMB" 17.3 3.92
"GVA88" 38 "LMB" 17.5 2.57
"GVA88" 38 "LMB" 17.7 3.29
"GVA88" 38 "LMB" 17.7 3.41
"GVA88" 38 "LMB" 17.7 3.76
"GVA88" 38 "LMB" 17.9 3.57
"GVA88" 38 "LMB" 17.9 3.59
"GVA88" 38 "LMB" 17.9 3.59
"GVA88" 38 "LMB" 17.9 5.2
"GVA88" 38 "LMB" 18 4.12
"GVA88" 38 "LMB" 18.1 3.44
"GVA88" 38 "LMB" 18.2 2.32
"GVA88" 38 "LMB" 18.2 3.2
"GVA88" 38 "LMB" 18.2 3.33
"GVA88" 38 "LMB" 18.2 3.44
"GVA88" 38 "LMB" 18.2 3.52
"GVA88" 38 "LMB" 18.4 4.25
"GVA88" 38 "LMB" 18.5 3.52
"GVA88" 38 "LMB" 18.9 4.46
"GVA88" 38 "LMB" 19 4.08
"GVA88" 38 "LMB" 19.2 4.46
"GVA88" 38 "LMB" 19.2 5.11
"GVA88" 38 "LMB" 19.5 3.52
"GVA88" 38 "LMB" 19.5 4.49
"GVA88" 38 "LMB" 19.6 4.73
"GVA88" 38 "LMB" 19.7 4.32
"GVA88" 38 "LMB" 20 5.12
"GVA88" 38 "LMB" 20.2 4.84
"GVA88" 38 "LMB" 20.5 5.4
"GVA88" 38 "LMB" 20.5 5.57
"GVA88" 38 "LMB" 4.2 0.02
"GVA88" 38 "LMB" 4.3 0.03
"GRL01" 39 "LMB" 4.3 0.03
"GRL01" 39 "LMB" 4.3 0.04
"GRL01" 39 "LMB" 4.3 0.04
"GRL01" 39 "LMB" 4.3 0.04
"GRL01" 39 "LMB" 4.3 0.04
"GRL01" 39 "LMB" 4.4 0.02
"GRL01" 39 "LMB" 4.4 0.03
"GRL01" 39 "LMB" 4.4 0.04
"GRL01" 39 "LMB" 4.4 0.04
"GRL01" 39 "LMB" 4.5 0.04
"GRL01" 39 "LMB" 4.5 0.04
"GRL01" 39 "LMB" 4.5 0.04
"GRL01" 39 "LMB" 4.6 0.04
"GRL01" 39 "LMB" 4.6 0.04
"GRL01" 39 "LMB" 4.6 0.05
"GRL01" 39 "LMB" 4.6 0.05
"GRL01" 39 "LMB" 4.6 0.06
"GRL01" 39 "LMB" 4.6 0.07
"GRL01" 39 "LMB" 4.7 0.03
"GRL01" 39 "LMB" 4.7 0.03
"GRL01" 39 "LMB" 4.7 0.03
"GRL01" 39 "LMB" 4.7 0.04
"GRL01" 39 "LMB" 4.7 0.05
"GRL01" 39 "LMB" 4.7 0.05
"GRL01" 39 "LMB" 4.7 0.05
"GRL01" 39 "LMB" 4.7 0.05
"GRL01" 39 "LMB" 4.7 0.05
"GRL01" 39 "LMB" 4.7 0.05
"GRL01" 39 "LMB" 4.7 0.05
"GRL01" 39 "LMB" 4.7 0.05
"GRL01" 39 "LMB" 4.8 0.03
"GRL01" 39 "LMB" 4.8 0.04
"GRL01" 39 "LMB" 4.8 0.04
"GRL01" 39 "LMB" 4.8 0.05
"GRL01" 39 "LMB" 4.8 0.05
"GRL01" 39 "LMB" 4.8 0.05
"GRL01" 39 "LMB" 4.8 0.05
"GRL01" 39 "LMB" 4.8 0.06
"GRL01" 39 "LMB" 4.8 0.06
"GRL01" 39 "LMB" 4.8 0.06
"GRL01" 39 "LMB" 4.8 0.06
"GRL01" 39 "LMB" 4.8 0.06
"GRL01" 39 "LMB" 4.9 0.04
"GRL01" 39 "LMB" 4.9 0.05
"GRL01" 39 "LMB" 4.9 0.05
"GRL01" 39 "LMB" 4.9 0.05
"GRL01" 39 "LMB" 4.9 0.05
"GRL01" 39 "LMB" 4.9 0.05
"GRL01" 39 "LMB" 4.9 0.06
"GRL01" 39 "LMB" 4.9 0.06
"GRL01" 39 "LMB" 4.9 0.06
"GRL01" 39 "LMB" 4.9 0.06
"GRL01" 39 "LMB" 4.9 0.07
"GRL01" 39 "LMB" 5 0.04
"GRL01" 39 "LMB" 5 0.05
"GRL01" 39 "LMB" 5 0.05
"GRL01" 39 "LMB" 5 0.06
"GRL01" 39 "LMB" 5 0.06
"GRL01" 39 "LMB" 5 0.06
"GRL01" 39 "LMB" 5 0.06
"GRL01" 39 "LMB" 5 0.06
"GRL01" 39 "LMB" 5 0.06
"GRL01" 39 "LMB" 5 0.06
"GRL01" 39 "LMB" 5 0.06
"GRL01" 39 "LMB" 5 0.06
"GRL01" 39 "LMB" 5 0.08
"GRL01" 39 "LMB" 5 0.08
"GRL01" 39 "LMB" 5.1 0.03
"GRL01" 39 "LMB" 5.1 0.03
"GRL01" 39 "LMB" 5.1 0.04
"GRL01" 39 "LMB" 5.1 0.05
"GRL01" 39 "LMB" 5.1 0.05
"GRL01" 39 "LMB" 5.1 0.05
"GRL01" 39 "LMB" 5.1 0.05
"GRL01" 39 "LMB" 5.1 0.05
"GRL01" 39 "LMB" 5.1 0.06
"GRL01" 39 "LMB" 5.1 0.06
"GRL01" 39 "LMB" 5.1 0.06
"GRL01" 39 "LMB" 5.1 0.06
"GRL01" 39 "LMB" 5.1 0.06
"GRL01" 39 "LMB" 5.1 0.06
"GRL01" 39 "LMB" 5.1 0.06
"GRL01" 39 "LMB" 5.1 0.06
"GRL01" 39 "LMB" 5.1 0.07
"GRL01" 39 "LMB" 5.1 0.07
"GRL01" 39 "LMB" 5.1 0.07
"GRL01" 39 "LMB" 5.1 0.07
"GRL01" 39 "LMB" 5.1 0.07
"GRL01" 39 "LMB" 5.1 0.07
"GRL01" 39 "LMB" 5.1 0.07
"GRL01" 39 "LMB" 5.1 0.07
"GRL01" 39 "LMB" 5.1 0.08
"GRL01" 39 "LMB" 5.1 0.09
"GRL01" 39 "LMB" 5.2 0.03
"GRL01" 39 "LMB" 5.2 0.04
"GRL01" 39 "LMB" 5.2 0.04
"GRL01" 39 "LMB" 5.2 0.04
"GRL01" 39 "LMB" 5.2 0.05
"GRL01" 39 "LMB" 5.2 0.05
"GRL01" 39 "LMB" 5.2 0.05
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.06
"GRL01" 39 "LMB" 5.2 0.07
"GRL01" 39 "LMB" 5.2 0.07
"GRL01" 39 "LMB" 5.2 0.07
"GRL01" 39 "LMB" 5.2 0.07
"GRL01" 39 "LMB" 5.2 0.07
"GRL01" 39 "LMB" 5.2 0.07
"GRL01" 39 "LMB" 5.2 0.08
"GRL01" 39 "LMB" 5.2 0.08
"GRL01" 39 "LMB" 5.2 0.09
"GRL01" 39 "LMB" 5.2 0.09
"GRL01" 39 "LMB" 5.2 0.09
"GRL01" 39 "LMB" 5.2 0.09
"GRL01" 39 "LMB" 5.2 0.1
"GRL01" 39 "LMB" 5.2 0.1
"GRL01" 39 "LMB" 5.3 0.03
"GRL01" 39 "LMB" 5.3 0.05
"GRL01" 39 "LMB" 5.3 0.05
"GRL01" 39 "LMB" 5.3 0.06
"GRL01" 39 "LMB" 5.3 0.06
"GRL01" 39 "LMB" 5.3 0.06
"GRL01" 39 "LMB" 5.3 0.07
"GRL01" 39 "LMB" 5.3 0.07
"GRL01" 39 "LMB" 5.3 0.07
"GRL01" 39 "LMB" 5.3 0.07
"GRL01" 39 "LMB" 5.3 0.07
"GRL01" 39 "LMB" 5.3 0.07
"GRL01" 39 "LMB" 5.3 0.07
"GRL01" 39 "LMB" 5.3 0.07
"GRL01" 39 "LMB" 5.3 0.08
"GRL01" 39 "LMB" 5.3 0.08
"GRL01" 39 "LMB" 5.3 0.08
"GRL01" 39 "LMB" 5.3 0.08
"GRL01" 39 "LMB" 5.3 0.09
"GRL01" 39 "LMB" 5.3 0.1
"GRL01" 39 "LMB" 5.4 0.05
"GRL01" 39 "LMB" 5.4 0.06
"GRL01" 39 "LMB" 5.4 0.06
"GRL01" 39 "LMB" 5.4 0.06
"GRL01" 39 "LMB" 5.4 0.07
"GRL01" 39 "LMB" 5.4 0.07
"GRL01" 39 "LMB" 5.4 0.07
"GRL01" 39 "LMB" 5.4 0.07
"GRL01" 39 "LMB" 5.4 0.07
"GRL01" 39 "LMB" 5.4 0.07
"GRL01" 39 "LMB" 5.4 0.08
"GRL01" 39 "LMB" 5.4 0.08
"GRL01" 39 "LMB" 5.4 0.08
"GRL01" 39 "LMB" 5.4 0.08
"GRL01" 39 "LMB" 5.4 0.08
"GRL01" 39 "LMB" 5.4 0.08
"GRL01" 39 "LMB" 5.4 0.09
"GRL01" 39 "LMB" 5.4 0.1
"GRL01" 39 "LMB" 5.5 0.05
"GRL01" 39 "LMB" 5.5 0.05
"GRL01" 39 "LMB" 5.5 0.05
"GRL01" 39 "LMB" 5.5 0.06
"GRL01" 39 "LMB" 5.5 0.06
"GRL01" 39 "LMB" 5.5 0.06
"GRL01" 39 "LMB" 5.5 0.06
"GRL01" 39 "LMB" 5.5 0.07
"GRL01" 39 "LMB" 5.5 0.07
"GRL01" 39 "LMB" 5.5 0.07
"GRL01" 39 "LMB" 5.5 0.07
"GRL01" 39 "LMB" 5.5 0.07
"GRL01" 39 "LMB" 5.5 0.07
"GRL01" 39 "LMB" 5.5 0.08
"GRL01" 39 "LMB" 5.5 0.08
"GRL01" 39 "LMB" 5.5 0.08
"GRL01" 39 "LMB" 5.5 0.08
"GRL01" 39 "LMB" 5.5 0.08
"GRL01" 39 "LMB" 5.5 0.08
"GRL01" 39 "LMB" 5.5 0.09
"GRL01" 39 "LMB" 5.5 0.09
"GRL01" 39 "LMB" 5.5 0.09
"GRL01" 39 "LMB" 5.5 0.1
"GRL01" 39 "LMB" 5.5 0.1
"GRL01" 39 "LMB" 5.5 0.1
"GRL01" 39 "LMB" 5.5 0.11
"GRL01" 39 "LMB" 5.6 0.06
"GRL01" 39 "LMB" 5.6 0.07
"GRL01" 39 "LMB" 5.6 0.07
"GRL01" 39 "LMB" 5.6 0.07
"GRL01" 39 "LMB" 5.6 0.07
"GRL01" 39 "LMB" 5.6 0.07
"GRL01" 39 "LMB" 5.6 0.08
"GRL01" 39 "LMB" 5.6 0.08
"GRL01" 39 "LMB" 5.6 0.08
"GRL01" 39 "LMB" 5.6 0.08
"GRL01" 39 "LMB" 5.6 0.09
"GRL01" 39 "LMB" 5.6 0.09
"GRL01" 39 "LMB" 5.6 0.09
"GRL01" 39 "LMB" 5.6 0.1
"GRL01" 39 "LMB" 5.6 0.1
"GRL01" 39 "LMB" 5.6 0.1
"GRL01" 39 "LMB" 5.6 0.11
"GRL01" 39 "LMB" 5.6 0.12
"GRL01" 39 "LMB" 5.7 0.07
"GRL01" 39 "LMB" 5.7 0.07
"GRL01" 39 "LMB" 5.7 0.07
"GRL01" 39 "LMB" 5.7 0.07
"GRL01" 39 "LMB" 5.7 0.08
"GRL01" 39 "LMB" 5.7 0.08
"GRL01" 39 "LMB" 5.7 0.08
"GRL01" 39 "LMB" 5.7 0.08
"GRL01" 39 "LMB" 5.7 0.08
"GRL01" 39 "LMB" 5.7 0.08
"GRL01" 39 "LMB" 5.7 0.08
"GRL01" 39 "LMB" 5.7 0.08
"GRL01" 39 "LMB" 5.7 0.09
"GRL01" 39 "LMB" 5.7 0.09
"GRL01" 39 "LMB" 5.7 0.09
"GRL01" 39 "LMB" 5.7 0.09
"GRL01" 39 "LMB" 5.7 0.09
"GRL01" 39 "LMB" 5.7 0.09
"GRL01" 39 "LMB" 5.7 0.1
"GRL01" 39 "LMB" 5.7 0.12
"GRL01" 39 "LMB" 5.8 0.07
"GRL01" 39 "LMB" 5.8 0.07
"GRL01" 39 "LMB" 5.8 0.08
"GRL01" 39 "LMB" 5.8 0.08
"GRL01" 39 "LMB" 5.8 0.09
"GRL01" 39 "LMB" 5.8 0.1
"GRL01" 39 "LMB" 5.8 0.1
"GRL01" 39 "LMB" 5.8 0.1
"GRL01" 39 "LMB" 5.8 0.1
"GRL01" 39 "LMB" 5.8 0.1
"GRL01" 39 "LMB" 5.8 0.1
"GRL01" 39 "LMB" 5.8 0.11
"GRL01" 39 "LMB" 5.8 0.12
"GRL01" 39 "LMB" 5.8 0.13
"GRL01" 39 "LMB" 5.9 0.1
"GRL01" 39 "LMB" 5.9 0.12
"GRL01" 39 "LMB" 6 0.08
"GRL01" 39 "LMB" 6 0.09
"GRL01" 39 "LMB" 6 0.09
"GRL01" 39 "LMB" 6 0.1
"GRL01" 39 "LMB" 6 0.1
"GRL01" 39 "LMB" 6 0.1
"GRL01" 39 "LMB" 6 0.1
"GRL01" 39 "LMB" 6 0.1
"GRL01" 39 "LMB" 6 0.11
"GRL01" 39 "LMB" 6 0.11
"GRL01" 39 "LMB" 6 0.11
"GRL01" 39 "LMB" 6.1 0.11
"GRL01" 39 "LMB" 6.1 0.11
"GRL01" 39 "LMB" 6.1 0.11
"GRL01" 39 "LMB" 6.1 0.11
"GRL01" 39 "LMB" 6.1 0.11
"GRL01" 39 "LMB" 6.1 0.11
"GRL01" 39 "LMB" 6.1 0.11
"GRL01" 39 "LMB" 6.1 0.13
"GRL01" 39 "LMB" 6.2 0.1
"GRL01" 39 "LMB" 6.2 0.11
"GRL01" 39 "LMB" 6.2 0.11
"GRL01" 39 "LMB" 6.2 0.12
"GRL01" 39 "LMB" 6.2 0.14
"GRL01" 39 "LMB" 6.2 0.15
"GRL01" 39 "LMB" 6.2 0.16
"GRL01" 39 "LMB" 6.3 0.13
"GRL01" 39 "LMB" 6.4 0.11
"GRL01" 39 "LMB" 6.4 0.12
"GRL01" 39 "LMB" 6.4 0.13
"GRL01" 39 "LMB" 6.5 0.13
"GRL01" 39 "LMB" 6.5 0.13
"GRL01" 39 "LMB" 6.6 0.12
"GRL01" 39 "LMB" 6.6 0.14
"GRL01" 39 "LMB" 6.6 0.18
"GRL01" 39 "LMB" 6.7 0.13
"GRL01" 39 "LMB" 6.7 0.13
"GRL01" 39 "LMB" 6.8 0.13
"GRL01" 39 "LMB" 6.9 0.23
"GRL01" 39 "LMB" 7 0.24
"GRL01" 39 "LMB" 7.1 0.23
"GRL01" 39 "LMB" 7.1 0.26
"GRL01" 39 "LMB" 7.1 0.27
"GRL01" 39 "LMB" 7.2 0.24
"GRL01" 39 "LMB" 7.2 0.27
"GRL01" 39 "LMB" 7.4 0.24
"GRL01" 39 "LMB" 7.4 0.33
"GRL01" 39 "LMB" 7.6 0.32
"GRL01" 39 "LMB" 7.6 0.35
"GRL01" 39 "LMB" 7.7 0.32
"GRL01" 39 "LMB" 7.8 0.34
"GRL01" 39 "LMB" 9.9 0.09
"GRL01" 39 "LMB" 10.6 0.64
"GRL01" 39 "LMB" 10.9 0.56
"GRL01" 39 "LMB" 11.2 0.67
"GRL01" 39 "LMB" 11.4 0.74
"GRL01" 39 "LMB" 11.6 0.75
"GRL01" 39 "LMB" 11.7 0.81
"GRL01" 39 "LMB" 11.8 0.79
"GRL01" 39 "LMB" 11.9 0.78
"GRL01" 39 "LMB" 12.2 0.78
"GRL01" 39 "LMB" 12.3 0.8
"GRL01" 39 "LMB" 12.3 0.88
"GRL01" 39 "LMB" 12.4 0.74
